city,population,include,migration_2020,unemployment_rate,median_income,median_age,summer_comfort_index,winter_comfort_index,cost_of_living_index,mean_commute_time,mean_school_expense,student_per_teacher,violent_crime_index,property_crime_index,sales_tax_rate,income_tax_rate,health_cost_index,water_quality_index,air_quality_index,white_percent,black_percent,asian_percent,native_american_percent,pacific_islander_percent,other_percent,multiple_percent,hispanic_percent,population_density,median_house_price
South Bend,1728,1,-0.175,0.082,30699,45.4,8.6,5,0.805,19.3,12706,14.1,14.4,10.8,0.081,0,0.8,0.5,0.94,0.644,0.004,0.072,0.018,0,0.009,0.033,0.22,1071,266300
South Cle Elum,778,1,-0.13,0.071,44792,38.3,9.2,3.7,0.966,21.3,10652,17.8,10.6,32.7,0.08,0,0.803,0.6,0.94,0.916,0,0,0,0,0,0,0.084,1423,361800
South Creek,2019,1,-0.005,0.068,49943,50.1,9.1,5.3,1.29,43.3,10733,20.8,9.8,29.7,0.079,0,0.8,0.6,0.75,0.924,0.012,0,0.019,0,0,0.018,0.026,351,439700
South Hill,66713,1,0.074,0.068,74010,34.2,9.2,5.4,1.26,36.3,10156,20.4,15.1,45.9,0.097,0,0.8,0.6,0.5,0.671,0.042,0.064,0.013,0.012,0.003,0.077,0.118,3324,514500
South Prairie,357,1,-0.241,0.068,70568,45.8,9.1,5.2,1.145,32.1,9859,20.8,10.4,31.5,0.079,0,0.8,0.6,0.83,0.845,0,0.004,0.004,0,0,0.122,0.026,1139,315200
South Wenatchee,1383,1,1.053,0.059,54545,26.1,9.2,4.6,0.869,18.6,10141,18.3,13.9,41.9,0.084,0,0.806,0.59,0.7,0.46,0,0,0,0,0,0,0.54,1830,134300
Southworth,2017,1,-0.117,0.058,76488,52,9.3,5.4,1.189,30.3,9383,20.8,8,24.4,0.09,0,0.834,0.4,0.63,0.892,0,0.007,0.008,0,0,0.042,0.051,710,546300
Spanaway,34670,1,0.088,0.068,59988,34.1,9.2,5.4,1.207,35,10733,20.8,16.3,51.2,0.099,0,0.8,0.6,0.5,0.587,0.1,0.057,0.005,0.062,0,0.063,0.126,3769,468900
Spangle,265,1,-0.095,0.063,31667,49.5,9,4.1,1.154,21.5,14319,14.9,12.1,36.8,0.081,0,0.82,0.38,0.88,0.84,0,0.095,0.015,0,0,0.035,0.015,931,518200
Spokane,225709,1,0.031,0.066,42814,35.8,9.2,4,0.986,20.1,13120,17.6,28.6,95.3,0.088,0,0.82,0.38,0.44,0.815,0.022,0.028,0.015,0.008,0.001,0.05,0.062,3229,383100
Spokane Valley,102178,1,0.072,0.064,48274,38.1,9.3,4.1,1.022,20,9192,18.6,15.2,74,0.088,0,0.82,0.38,0.59,0.88,0.009,0.016,0.01,0.004,0,0.025,0.056,2727,370600
Sprague,571,1,0.05,0.056,29375,53,8.9,4.5,0.761,24.3,22852,7.6,10.4,31.4,0.08,0,0.839,0.43,0.9,0.828,0,0,0.007,0,0,0.098,0.067,449,149800
Springdale,506,1,0.171,0.08,19323,33.9,8.9,4,0.904,27.8,11020,17,25.4,11.5,0.076,0,0.804,0.6,0.87,0.833,0.013,0,0.021,0,0,0.029,0.103,460,297300
St. John,608,1,0.085,0.048,26136,55.1,9,4.6,0.772,15.3,20156,13,10.8,33.2,0.078,0,0.825,0.27,0.9,0.907,0.018,0,0,0,0.004,0.015,0.057,815,166500
Stansberry Lake,2062,1,0.524,0.068,69543,33,9.2,5.4,1.106,32.8,9358,20.8,9.5,28.8,0.099,0,0.8,0.6,0.73,0.85,0.011,0.012,0.013,0,0,0.022,0.092,1431,359300
Stanwood,7776,1,0.162,0.063,53600,33.2,9.1,5.5,1.297,27.2,9575,20.9,10.2,42.2,0.077,0,0.801,0.53,0.7,0.835,0.003,0.005,0.016,0,0,0.052,0.09,2590,610400
Starbuck,159,1,0.065,0.065,33846,65.5,8.9,5,0.718,16,17667,11.5,11.3,34.5,0.081,0,0.806,0.33,0.89,0.868,0,0,0.044,0,0.026,0.061,0,610,149900
Startup,549,1,-0.12,0.063,44441,43,9.1,5.3,1.052,31.8,9954,18.7,12.1,36.9,0.103,0,0.801,0.53,0.88,0.965,0,0,0,0,0,0.035,0,179,292100
Steilacoom,6673,1,0.016,0.068,57434,41.9,9.3,5.5,1.274,26.8,10711,20.4,11,20.8,0.099,0,0.8,0.6,0.53,0.69,0.055,0.088,0,0.004,0.004,0.083,0.077,3187,552900
Steptoe,109,1,-0.179,0.048,40250,55.2,9,4.6,0.702,15.3,24818,8.1,9.1,27.8,0.078,0,0.825,0.27,0.89,0.973,0,0,0,0,0,0,0.027,85,118000
Stevenson,1572,1,-0.132,0.072,43281,45.2,9.2,4.7,1.116,27.5,11054,19.3,13.5,41.5,0.077,0,0.793,0.59,0.86,0.902,0.014,0.014,0.022,0,0,0.016,0.032,989,466100
Sudden Valley,7251,1,0.135,0.067,76464,39.2,9,4.9,1.16,30.6,10143,19.9,10,34.6,0.087,0,0.789,0.6,0.84,0.809,0.005,0.02,0,0.011,0,0.038,0.117,1328,383000
Sultan,5208,1,0.122,0.063,55128,35.6,9.1,5.3,1.176,34.5,9954,18.7,19.6,35.6,0.089,0,0.801,0.53,0.81,0.797,0,0.025,0.014,0.009,0,0.05,0.106,1785,490400
Sumas,1392,1,0.692,0.067,55526,30.8,9.1,5.2,1.098,23.9,10731,17.6,8.4,25.6,0.085,0,0.789,0.6,0.85,0.715,0.005,0.021,0.012,0,0,0.057,0.19,1109,470000
Summit,8897,1,-0.007,0.068,65152,45.4,9.2,5.5,1.257,27.8,10682,18.2,11.4,39.2,0.099,0,0.8,0.6,0.49,0.812,0.035,0.029,0.01,0.002,0.001,0.05,0.061,1676,504800
Summit View,8593,1,0.081,0.068,62708,31.1,9.2,5.4,1.179,32.8,10156,20.4,15.2,53.4,0.099,0,0.8,0.6,0.48,0.73,0.063,0.025,0,0.019,0,0.083,0.08,2483,390600
Summitview,2009,1,0.116,0.072,93514,45.9,9.1,5,1.15,18.9,9356,20.4,9.9,30.3,0.079,0,0.813,0.53,0.77,0.819,0,0,0,0,0,0,0.181,475,360800
Sumner,10545,1,0.05,0.068,52275,35.1,9.1,5.2,1.223,28.4,10690,21,21.6,79.8,0.093,0,0.8,0.6,0.49,0.748,0.017,0.021,0.012,0.001,0.001,0.097,0.102,1402,514500
Sunday Lake,845,1,-0.043,0.063,108362,43.5,9.1,5.5,1.223,31.8,9575,20.9,9,27,0.103,0,0.801,0.53,0.73,0.928,0,0,0,0,0,0,0.072,415,677700
Sunnyside,16343,1,0.059,0.072,32641,25.7,8.8,5.4,0.898,18.3,10653,18.4,13.8,40.7,0.079,0,0.813,0.53,0.71,0.113,0.001,0.002,0.003,0,0,0.005,0.876,2253,280800
Sunnyslope,3505,1,0.055,0.059,76646,45,9.2,4.6,1.245,18.6,10141,18.3,8.8,30.3,0.084,0,0.806,0.59,0.9,0.912,0.001,0.02,0,0,0,0,0.067,470,572400
Suquamish,4251,1,0.065,0.058,55642,44.4,9.3,5.5,1.128,33.6,9792,21.3,13.3,45.8,0.09,0,0.834,0.4,0.68,0.731,0.003,0.024,0.098,0.002,0,0.075,0.067,632,417400
Swede Heaven,1180,1,0.411,0.063,51429,53.7,9.1,5.3,1.16,31.8,11754,16.4,10.4,31.6,0.103,0,0.801,0.53,0.92,0.875,0,0.011,0.083,0,0,0.023,0.009,155,379800
Tacoma,217332,1,0.043,0.073,51269,35.9,9.3,5.5,1.18,28.1,12309,18.6,43.3,85.2,0.101,0,0.8,0.6,0.34,0.603,0.097,0.087,0.011,0.012,0.003,0.071,0.116,4424,454100
Taholah,685,1,-0.207,0.088,28750,32,8.6,4.8,0.802,25.8,20627,10.2,15.8,48.3,0.088,0,0.833,0.52,0.97,0.038,0.001,0,0.831,0.013,0,0.014,0.104,221,136800
Tampico,395,1,3.227,0.072,34167,41.5,9,5.1,0.852,18.9,9356,20.4,15.7,47.1,0.079,0,0.813,0.53,0.91,0.953,0,0,0,0,0,0.047,0,122,360900
Tanglewilde,7068,1,0.069,0.059,53255,37.5,9.2,5.2,1.05,26.4,9461,19.6,13.6,47.3,0.088,0,0.784,0.5,0.37,0.716,0.042,0.096,0.013,0,0.007,0.045,0.081,4712,344100
Tanner,968,1,0.399,0.054,141818,44,8.9,4.9,1.615,29.1,9968,21.4,7,21.2,0.1,0,0.817,0.6,0.65,0.967,0,0,0,0,0,0.025,0.008,252,787300
Tekoa,742,1,-0.13,0.048,45179,46.7,8.9,4.4,0.744,15.3,16464,10.2,10.9,33.3,0.078,0,0.825,0.27,0.9,0.863,0.013,0.013,0.001,0,0,0.017,0.093,631,219900
Tenino,1854,1,-0.164,0.059,52865,36.4,9.1,5.1,1.129,27.7,9769,19.6,13.4,36.9,0.079,0,0.784,0.5,0.75,0.827,0.005,0.01,0.002,0,0,0.082,0.074,1299,441300
Terrace Heights,9114,1,0.175,0.072,57865,39.7,8.9,5.1,0.96,18.9,13639,18.7,13,44.8,0.079,0,0.813,0.53,0.73,0.758,0.02,0.01,0.007,0,0,0.039,0.165,996,318300
Thorp,79,1,0.32,0.071,48333,37,8.3,3.2,1.089,21.3,22881,9.4,12.5,38.4,0.08,0,0.803,0.6,0.94,0.983,0,0,0.013,0,0,0,0.003,278,430700
Three Lakes,3489,1,0.238,0.063,96528,45.2,9.1,5.3,1.485,37.8,14334,22.7,9.3,31.4,0.103,0,0.801,0.53,0.66,0.956,0.005,0.013,0.006,0,0,0.008,0.012,313,681600
Tieton,2044,1,0.308,0.072,39063,28.7,9.2,4.2,0.904,18.9,9702,16.9,6.8,22.5,0.079,0,0.813,0.53,0.9,0.252,0,0.006,0.008,0,0,0.013,0.721,1502,306300
Tokeland,205,1,1.409,0.082,62344,59.6,8.5,5.2,0.794,19.3,12893,16.1,9.7,29.6,0.081,0,0.8,0.5,0.94,0.876,0,0,0.097,0,0,0.027,0,708,252800
Toledo,485,1,-0.331,0.07,29728,45.7,9.1,5.3,1.021,27.1,9486,18.5,8.4,24.4,0.078,0,0.796,0.6,0.8,0.79,0,0.012,0,0,0.022,0.067,0.108,2003,475800
Tonasket,980,1,-0.134,0.079,19722,45.9,9,3.8,0.842,17.2,10039,18.1,27.4,37.9,0.081,0,0.825,0.6,0.94,0.829,0,0,0.024,0.004,0,0.048,0.095,1194,250200
Toppenish,8843,1,0.012,0.072,29135,26,8.8,5.2,0.869,19.7,10552,20.3,18.9,64.1,0.079,0,0.813,0.53,0.67,0.092,0.006,0.01,0.036,0,0.003,0.007,0.846,4149,235300
Torboy,223,1,1,0.098,36500,48.2,8.9,3.7,0.871,22.2,12393,15.6,15.3,47.6,0.077,0,0.81,0.6,0.94,1,0,0,0,0,0,0,0,53,309800
Touchet,370,1,0.274,0.052,45227,32.7,8.9,5.3,0.961,15.6,14255,13.2,9.8,30.6,0.081,0,0.791,0.4,0.88,0.762,0,0,0,0,0,0.018,0.22,368,468800
Town and Country,5479,1,0.024,0.063,60109,36.9,9.2,4,0.963,22.7,13120,17.6,12.3,42.7,0.088,0,0.82,0.38,0.41,0.875,0.008,0.028,0.01,0,0,0.044,0.035,4498,271800
Tracyton,5563,1,0.256,0.058,70000,37.6,9.2,5.4,1.12,30.3,10543,18.6,13.4,46.2,0.09,0,0.834,0.4,0.59,0.615,0.07,0.086,0,0.06,0.004,0.101,0.064,3256,364500
Trout Lake,732,1,0.272,0.064,50781,49.8,9,4.2,1.174,24.1,12809,13.1,9.6,29.7,0.07,0,0.803,0.47,0.86,0.943,0,0.015,0,0,0,0,0.041,102,586600
Tukwila,21545,1,0.079,0.054,44820,34.6,9.4,5.5,1.304,26.3,11701,19,41.4,97.6,0.1,0,0.817,0.6,0.17,0.329,0.171,0.237,0.006,0.021,0.005,0.082,0.15,2208,531700
Tumwater,24855,1,0.307,0.059,62258,37.9,9.1,5.1,1.09,20.9,10946,19.1,15.5,52.1,0.089,0,0.784,0.5,0.52,0.804,0.028,0.041,0.005,0.005,0.001,0.053,0.064,1395,448100
Twin Lakes,87,1,0.053,0.098,24688,58.1,8.7,4.1,0.896,22.2,16288,12.2,12.6,38.5,0.077,0,0.81,0.6,0.93,0.58,0,0,0.23,0.14,0,0.05,0,25,262400
Twisp,1211,1,0.132,0.079,30929,45.1,9,3.4,0.957,17.2,15286,17.2,8.8,39.5,0.084,0,0.825,0.6,0.97,0.855,0,0,0.008,0,0,0.01,0.128,841,448000
Union,307,1,-0.483,0.077,67773,68.1,9.1,5,1.047,32.1,15192,15.2,9.3,28.6,0.085,0,0.811,0.5,0.81,0.93,0,0,0,0,0,0.07,0,188,503000
Union Gap,6499,1,0.044,0.072,34624,35.6,9,5.1,0.843,17.9,10402,17.8,16.3,95.8,0.079,0,0.813,0.53,0.61,0.406,0,0.009,0.027,0,0,0.007,0.552,1104,227300
Union Hill-Novelty Hill,23060,1,0.205,0.054,124606,42,9.2,5.3,1.93,29.4,15473,19.3,9.2,30.2,0.086,0,0.817,0.6,0.56,0.679,0.011,0.24,0.003,0,0,0.027,0.041,975,1013600
Uniontown,351,1,0.189,0.048,63438,39.2,9,4.3,0.917,22.2,17241,12.7,6.5,14.8,0.078,0,0.825,0.27,0.9,0.962,0,0,0,0,0,0.038,0,363,337900
University Place,34565,1,0.047,0.055,59164,37.2,9.3,5.5,1.308,27.3,9828,19.2,15.4,36.2,0.099,0,0.8,0.6,0.4,0.649,0.079,0.099,0.005,0.002,0.001,0.086,0.08,4090,572100
Upper Elochoman,125,1,-0.773,0.074,4817,53.4,9,5,0.936,0,12030,18.3,12.7,38.1,0.076,0,0.793,0.6,0.9,1,0,0,0,0,0,0,0,55,307000
Vader,787,1,0.465,0.07,45125,32.8,9.1,5.2,0.897,27.1,9200,19.8,5.5,39.6,0.078,0,0.796,0.6,0.8,0.772,0,0,0.017,0,0,0.062,0.15,728,335700
Valley,108,1,1.552,0.08,12419,40,8.7,4.1,0.922,27.8,11846,30.2,13.3,39,0.076,0,0.804,0.6,0.87,0.825,0.123,0,0,0,0,0.053,0,425,309600
Vancouver,188331,1,0.07,0.064,50379,36.6,9.4,5.4,1.18,25.2,9997,18.3,21.6,46.6,0.084,0,0.776,0.47,0.35,0.729,0.024,0.051,0.005,0.013,0.002,0.049,0.127,3805,473000
Vantage,21,0,0.8,0.071,,,9.2,5,1.053,21.3,10328,19.1,9.2,26.9,0.082,0,0.803,0.6,0.9,1,0,0,0,0,0,0,0,64,421500
Vashon,10886,1,-0.029,0.054,72568,53.5,9.3,5.5,1.63,29.1,29743,19.8,11.6,40.4,0.086,0,0.817,0.6,0.59,0.918,0.002,0.021,0.005,0,0,0.006,0.048,279,886300
Vaughn,1201,1,-0.195,0.068,43036,60,9.2,5.4,1.409,31.2,9358,20.8,7.4,22.7,0.099,0,0.8,0.6,0.73,0.95,0,0,0,0,0,0,0.05,161,670000
Venersborg,4011,1,0.136,0.062,84256,44.9,9.2,5.1,1.445,27.6,9498,19.3,8.4,28.5,0.084,0,0.776,0.47,0.73,0.939,0.005,0.009,0.005,0.001,0,0.016,0.025,421,653500
Verlot,522,1,0.97,0.063,54922,39.3,9.1,5.1,1.452,31.8,11193,20.8,8,24.3,0.103,0,0.801,0.53,0.84,0.368,0,0,0,0,0,0,0.632,45,465100
Waitsburg,999,1,-0.007,0.052,44554,49,9,5,0.886,15.6,11811,15.3,11.1,33.9,0.081,0,0.791,0.4,0.88,0.909,0.008,0.008,0,0,0,0.027,0.049,1056,330500
Walla Walla,33765,1,0.045,0.058,42348,35.2,8.9,5.2,0.944,14.8,10552,18.3,24,61,0.089,0,0.791,0.4,0.6,0.665,0.02,0.021,0.005,0.001,0.001,0.039,0.246,2450,374600
Walla Walla East,2062,1,0.504,0.052,90396,45.4,8.9,5.2,1.006,15.6,10552,18.3,6.4,19.3,0.089,0,0.791,0.4,0.78,0.866,0.011,0.028,0,0,0,0.014,0.082,1479,435600
Waller,7907,1,0.105,0.068,63125,45.2,9.3,5.5,1.265,29.3,10156,20.4,12,41.3,0.099,0,0.8,0.6,0.48,0.799,0.041,0.03,0.023,0.002,0.001,0.047,0.058,1098,514200
Wallula,39,0,2.576,0.052,,12.8,8.8,5.4,0.777,15.6,10362,16.7,16.4,50,0.086,0,0.791,0.4,0.8,0.164,0,0,0,0,0,0,0.836,3200,159200
Walnut Grove,10764,1,0.124,0.062,56448,40.3,9.3,5.4,1.139,23.7,9471,20,12.8,44.5,0.084,0,0.776,0.47,0.38,0.772,0.015,0.07,0,0.004,0,0.055,0.084,2811,394200
Wapato,4652,1,0.037,0.072,32803,25.9,9,5.1,0.865,18.8,16160,18.4,20.1,46.1,0.079,0,0.813,0.53,0.68,0.067,0.004,0.002,0.122,0,0,0.016,0.79,4206,241900
Warden,2504,1,0.046,0.071,37661,28.6,9.1,5.1,0.823,18.9,12810,17.6,9.6,32.7,0.079,0,0.827,0.5,0.89,0.183,0,0.003,0.009,0,0,0.028,0.777,985,265500
Warm Beach,3313,1,0.102,0.063,79525,52.4,9.1,5.5,1.361,31.8,9575,20.9,7.7,23.4,0.103,0,0.801,0.53,0.69,0.928,0,0.035,0,0,0,0.007,0.03,661,571400
Washougal,16664,1,0.153,0.062,60353,39.3,9,4.9,1.276,28.8,9741,20.1,11.9,29.1,0.084,0,0.776,0.47,0.6,0.866,0.012,0.033,0.003,0.001,0,0.034,0.052,2945,565100
Washtucna,182,1,1.622,0.055,48750,41.3,8.8,5,0.683,17.8,27027,5.4,9.4,28.3,0.077,0,0.81,0.28,0.89,0.895,0,0.03,0.003,0,0,0.054,0.018,311,162000
Waterville,1461,1,0.47,0.059,42061,37.7,9.3,3.5,0.859,18.2,16534,14.2,10.6,32.6,0.082,0,0.81,0.6,0.97,0.911,0,0.01,0.028,0,0,0.045,0.006,1381,317900
Wauna,4506,1,0.137,0.068,75953,45.1,9.2,5.4,1.224,34.6,9358,20.8,10.9,37.3,0.079,0,0.8,0.6,0.68,0.828,0.014,0.026,0.035,0.009,0.003,0.058,0.027,753,405700
Waverly,181,1,-0.263,0.063,50357,41.4,8.9,4.2,0.864,21.5,14319,14.9,10.2,31.2,0.081,0,0.82,0.38,0.88,0.863,0,0.027,0,0,0,0.11,0,268,136500
Wenatchee,35086,1,0.076,0.061,47168,35.2,9.2,4.6,1.023,17.2,10141,18.3,14.2,45.8,0.084,0,0.806,0.59,0.71,0.632,0.006,0.006,0.013,0.001,0,0.024,0.318,3429,424200
West Clarkston-Highland,6080,1,0.086,0.045,38218,45.4,8.8,5.1,0.898,15.5,10027,19.8,14,48.5,0.077,0,0.811,0.33,0.71,0.903,0.014,0.001,0.003,0,0,0.048,0.031,2177,239400
West Pasco,1604,1,-0.698,0.07,83000,52.3,8.9,5.5,1.123,21.5,10010,19.2,7.3,21.9,0.086,0,0.795,0.2,0.7,0.741,0.079,0,0,0,0,0.071,0.109,796,517800
West Richland,15988,1,0.25,0.059,81778,36,9,5.4,1.041,23.4,8884,22,12.2,20.2,0.086,0,0.807,0.33,0.83,0.823,0.01,0.014,0.009,0,0.001,0.028,0.115,698,474900
West Side Highway,6380,1,0.132,0.07,53605,34.9,9.1,5,1.029,27.9,9528,19.8,13.4,46.2,0.081,0,0.783,0.6,0.68,0.866,0.012,0.02,0.017,0,0.004,0.036,0.045,2525,340900
Westport,2199,1,0.102,0.088,32538,43.8,8.6,5.3,0.884,25.8,12893,16.1,9.5,62.6,0.088,0,0.833,0.52,0.94,0.852,0,0.007,0.009,0,0,0.075,0.056,574,280800
Whidbey Island Station,2644,1,-0.369,0.065,40185,22.7,9,5.7,0.921,27.8,8760,20.5,14.7,47.4,0.087,0,0.754,0.2,0.85,0.599,0.18,0.007,0,0,0.021,0.006,0.187,317,448500
White Center,15716,1,0.209,0.054,42763,34.9,9.5,5.5,1.377,31.8,12575,18.4,18.5,53.7,0.1,0,0.817,0.6,0.19,0.349,0.113,0.174,0.012,0.056,0,0.067,0.229,7241,552800
White Salmon,2519,1,0.202,0.064,50213,41,9.2,4.5,1.149,24.1,9991,20.7,9,24.1,0.07,0,0.803,0.47,0.86,0.885,0,0.012,0,0,0,0.018,0.084,1815,650400
White Swan,759,1,-0.146,0.072,35893,21.4,8.9,5,0.845,18.9,12747,16.3,16.1,49,0.079,0,0.813,0.53,0.89,0.028,0,0,0.79,0,0,0.029,0.153,371,254700
Wilbur,677,1,-0.149,0.056,36385,50.8,8.9,4.4,0.899,24.3,14015,13.5,6.8,18.1,0.08,0,0.839,0.43,0.93,0.86,0.007,0.028,0.054,0.013,0,0.034,0.004,666,251200
Wilderness Rim,2270,1,0.084,0.054,95292,44.7,8.9,4.9,1.334,42.6,9968,21.4,6.1,18.7,0.1,0,0.817,0.6,0.79,0.786,0.077,0.025,0,0,0,0.092,0.02,2481,547500
Wilkeson,494,1,0.14,0.068,61607,37.6,8.7,4.9,1.17,35.8,9859,20.8,46.8,63.9,0.079,0,0.8,0.6,0.85,0.978,0,0,0.007,0,0,0.016,0,1116,423000
Willapa,133,1,-0.06,0.082,47500,49.9,8.6,5,0.869,19.3,19359,14.2,7.5,22.8,0.081,0,0.8,0.5,0.94,1,0,0,0,0,0,0,0,806,186900
Wilson Creek,219,1,-0.166,0.071,46023,52.4,9,4.8,0.741,18.9,17259,11.3,12,36.7,0.079,0,0.827,0.5,0.89,0.863,0.02,0,0,0,0.008,0.043,0.066,224,164800
Winlock,1924,1,0.203,0.07,39702,28.2,9.1,5.3,0.897,27.3,10914,18.6,8.4,46.2,0.078,0,0.796,0.6,0.84,0.653,0,0.021,0.001,0,0,0.037,0.288,1154,321600
Winthrop,351,1,0.334,0.079,53750,43.1,9,3.1,1.099,17.2,15286,17.2,8.5,35.7,0.081,0,0.825,0.6,0.98,0.774,0,0,0,0,0,0.027,0.2,529,621500
Wishram,489,1,0.475,0.064,33542,47.5,9.1,4.8,0.793,24.1,24732,9.2,14.5,44.6,0.07,0,0.803,0.47,0.86,0.879,0,0,0.087,0,0,0.005,0.03,369,160900
Wollochet,7020,1,-0.027,0.068,84436,46.2,9.3,5.5,1.553,24.1,9358,20.8,11.3,39.6,0.099,0,0.8,0.6,0.55,0.861,0.012,0.019,0.011,0,0,0.049,0.048,1161,684900
Woodinville,13247,1,0.096,0.054,97604,38.3,9.1,5.3,1.874,26.6,11405,20.3,13,47.7,0.1,0,0.817,0.6,0.37,0.81,0.01,0.104,0,0.002,0,0.042,0.031,2665,1214700
Woodland,6368,1,0.094,0.07,65065,31,9.1,5,1.236,25.2,13399,20,16.8,58,0.077,0,0.783,0.6,0.7,0.806,0,0.002,0.001,0,0,0.005,0.185,1591,517700
Woods Creek,6226,1,-0.037,0.063,101506,40.1,9.1,5.3,1.418,36.8,9437,23.6,9.9,33.7,0.103,0,0.801,0.53,0.76,0.856,0,0.004,0.005,0,0,0.046,0.089,448,575400
Woodway,1119,1,-0.093,0.063,132417,47.5,9.3,5.6,2.648,30.2,10150,20.6,6,24.6,0.103,0,0.801,0.53,0.5,0.805,0,0.119,0,0,0,0.045,0.031,1188,1906100
Yacolt,1482,1,0.052,0.062,58462,26.8,9,4.6,1.36,43.3,9498,19.3,9.7,29.6,0.077,0,0.776,0.47,0.81,0.959,0,0,0,0,0,0.016,0.025,3259,579600
Yakama Nation Reservation,609,1,-0.157,0.064,46458,56.3,9.1,4.3,1.009,24.1,28956,7.4,11,33.9,0.07,0,0.803,0.47,0.92,0.816,0.005,0,0.091,0,0,0.029,0.059,2,374400
Yakima,96266,1,0.051,0.061,40189,33.3,9,5.1,0.929,17,17315,19.2,28.8,69.7,0.082,0,0.813,0.53,0.4,0.485,0.009,0.011,0.012,0,0.001,0.02,0.462,3398,316400
Yarrow Point,1365,1,0.386,0.054,187500,48.6,9.4,5.7,4.447,29.1,14197,19.5,5.5,17.4,0.1,0,0.817,0.6,0.22,0.77,0.002,0.178,0,0,0.002,0.035,0.013,3140,4087200
Yelm,10205,1,0.362,0.059,49658,29.1,9.2,5.1,1.112,32.9,9953,19.8,16.7,73,0.079,0,0.784,0.5,0.71,0.708,0.024,0.033,0.022,0.006,0,0.027,0.18,1683,443200
Zillah,3154,1,0.109,0.072,58718,33.9,8.8,5.2,0.965,23.9,9260,18.2,7.6,27.5,0.079,0,0.813,0.53,0.88,0.539,0,0.002,0.036,0,0,0.015,0.409,1816,351200
